alert,felt,mag,magType,place,time,title,tsunami,type,parsed_place
,,0.42,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.31,ml,"3km W of Cabazon, CA",,"M 1.3 - 3km W of Cabazon, CA",0,earthquake, CA
,,1.44,ml,"20km NNW of Tehachapi, CA",,"M 1.4 - 20km NNW of Tehachapi, CA",0,earthquake, CA
,,1.02,md,"22km ENE of Honaunau-Napoopoo, Hawaii",,"M 1.0 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.8,ml,"20km E of Eielson Air Force Base, Alaska",,"M 0.8 - 20km E of Eielson Air Force Base, Alaska",0,earthquake, Alaska
,,1.8,ml,"74km SSW of Kaktovik, Alaska",,"M 1.8 - 74km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.4,ml,"28km SW of Tanaga Volcano, Alaska",,"M 1.4 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.1,ml,"97km NNW of Kobuk, Alaska",,"M 1.1 - 97km NNW of Kobuk, Alaska",0,earthquake, Alaska
,,1.8,ml,"59km WNW of Skagway, Alaska",,"M 1.8 - 59km WNW of Skagway, Alaska",0,earthquake, Alaska
,,4.7,mb,"148km E of Petropavlovsk-Kamchatskiy, Russia",,"M 4.7 - 148km E of Petropavlovsk-Kamchatskiy, Russia",0,earthquake, Russia
,,0.99,ml,"16km ESE of Lincoln, Montana",,"M 1.0 - 16km ESE of Lincoln, Montana",0,earthquake, Montana
,,1.3,ml,"63km NNW of Talkeetna, Alaska",,"M 1.3 - 63km NNW of Talkeetna, Alaska",0,earthquake, Alaska
,,1.4,ml,"81km W of Haines, Alaska",,"M 1.4 - 81km W of Haines, Alaska",0,earthquake, Alaska
,,0.35,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.02,ml,"9km NE of Aguanga, CA",,"M 1.0 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.1,mb_lg,"13km SW of Wellington, Kansas",,"M 2.1 - 13km SW of Wellington, Kansas",0,earthquake, Kansas
,,1.46,ml,"9km NE of Aguanga, CA",,"M 1.5 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.87,ml,"30km NNW of Searles Valley, CA",,"M 0.9 - 30km NNW of Searles Valley, CA",0,earthquake, CA
,,1.1,ml,"22km NNE of Badger, Alaska",,"M 1.1 Explosion - 22km NNE of Badger, Alaska",0,explosion, Alaska
,,-0.4,ml,"55km ENE of Beatty, Nevada",,"M -0.4 - 55km ENE of Beatty, Nevada",0,earthquake, Nevada
,,0.69,md,"27km E of Honaunau-Napoopoo, Hawaii",,"M 0.7 - 27km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,2.65,md,"53km NW of San Antonio, Puerto Rico",,"M 2.7 - 53km NW of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,1.5,ml,"49km WSW of Willow, Alaska",,"M 1.5 - 49km WSW of Willow, Alaska",0,earthquake, Alaska
,,0.34,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.3,ml,"55km ENE of Beatty, Nevada",,"M 0.3 - 55km ENE of Beatty, Nevada",0,earthquake, Nevada
,,1.7,ml,"105km NNW of Arctic Village, Alaska",,"M 1.7 - 105km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,-0.27,ml,"11km W of Akutan, Alaska",,"M -0.3 - 11km W of Akutan, Alaska",0,earthquake, Alaska
,,1.15,ml,"21km ENE of Boron, CA",,"M 1.2 - 21km ENE of Boron, CA",0,earthquake, CA
,2.0,4.0,mb,"23km NW of Antalya, Turkey",,"M 4.0 - 23km NW of Antalya, Turkey",0,earthquake, Turkey
,,1.3,ml,"54km NNE of Yakutat, Alaska",,"M 1.3 - 54km NNE of Yakutat, Alaska",0,earthquake, Alaska
,,1.76,md,"16km N of Pahala, Hawaii",,"M 1.8 - 16km N of Pahala, Hawaii",0,earthquake, Hawaii
,,1.6,ml,"81km SW of Kaktovik, Alaska",,"M 1.6 - 81km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.6,ml,"78km SSE of Akutan, Alaska",,"M 1.6 - 78km SSE of Akutan, Alaska",0,earthquake, Alaska
,,4.3,mb,"22km ESE of Padong, Philippines",,"M 4.3 - 22km ESE of Padong, Philippines",0,earthquake, Philippines
,,1.7,ml,"26km SW of Tanaga Volcano, Alaska",,"M 1.7 - 26km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.62,md,"12km ENE of Mammoth Lakes, CA",,"M 0.6 - 12km ENE of Mammoth Lakes, CA",0,earthquake, CA
,,4.1,mb,"298km NNE of Vostok, Russia",,"M 4.1 - 298km NNE of Vostok, Russia",0,earthquake, Russia
,,0.36,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.5,mb,"Kepulauan Barat Daya, Indonesia",,"M 4.5 - Kepulauan Barat Daya, Indonesia",0,earthquake, Indonesia
,,1.1,ml,"67km NE of Talkeetna, Alaska",,"M 1.1 - 67km NE of Talkeetna, Alaska",0,earthquake, Alaska
,,0.93,ml,"5km S of Redlands, CA",,"M 0.9 - 5km S of Redlands, CA",0,earthquake, CA
,,2.0,ml,"26km SW of Tanaga Volcano, Alaska",,"M 2.0 - 26km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.76,ml,"44km WSW of Tanaga Volcano, Alaska",,"M 0.8 - 44km WSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.3,ml,"16km SW of Atka, Alaska",,"M 2.3 - 16km SW of Atka, Alaska",0,earthquake, Alaska
,,0.2,ml,"4km WSW of Tahoe Vista, California",,"M 0.2 - 4km WSW of Tahoe Vista, California",0,earthquake, California
,,1.3,ml,"114km NW of Arctic Village, Alaska",,"M 1.3 - 114km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.61,ml,"9km NE of Aguanga, CA",,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.0,ml,"8km NE of Aguanga, CA",,"M 2.0 - 8km NE of Aguanga, CA",0,earthquake, CA
,,0.53,ml,"9km NE of Aguanga, CA",,"M 0.5 - 9km NE of Aguanga, CA",0,earthquake, CA
green,,5.5,mww,"279km N of Ndoi Island, Fiji",,"M 5.5 - 279km N of Ndoi Island, Fiji",0,earthquake, Fiji
,,0.33,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.8,ml,"127km NNW of Arctic Village, Alaska",,"M 1.8 - 127km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.7,ml,"24km NW of Gabbs, Nevada",,"M 0.7 - 24km NW of Gabbs, Nevada",0,earthquake, Nevada
,,1.2,ml,"55km NNE of Yakutat, Alaska",,"M 1.2 Ice Quake - 55km NNE of Yakutat, Alaska",0,ice quake, Alaska
,,2.26,ml,"14km S of Volcano, Hawaii",,"M 2.3 - 14km S of Volcano, Hawaii",0,earthquake, Hawaii
,,1.3,ml,"103km NW of Arctic Village, Alaska",,"M 1.3 - 103km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.26,md,"10km NNE of Brooktrails, CA",,"M 1.3 - 10km NNE of Brooktrails, CA",0,earthquake, CA
,,1.6,ml,"120km WNW of Arctic Village, Alaska",,"M 1.6 - 120km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.99,md,"23km ENE of Honaunau-Napoopoo, Hawaii",,"M 1.0 - 23km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,0.52,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.71,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,2.4,ml,"58km SW of Manley Hot Springs, Alaska",,"M 2.4 - 58km SW of Manley Hot Springs, Alaska",0,earthquake, Alaska
,9.0,4.8,mb,"55km N of Santa Eulalia, Peru",,"M 4.8 - 55km N of Santa Eulalia, Peru",0,earthquake, Peru
,,1.3,ml,"28km WSW of Hawthorne, Nevada",,"M 1.3 - 28km WSW of Hawthorne, Nevada",0,earthquake, Nevada
,,3.4,ml,"284km ESE of Kodiak, Alaska",,"M 3.4 - 284km ESE of Kodiak, Alaska",0,earthquake, Alaska
,,1.1,ml,"67km SSW of Kobuk, Alaska",,"M 1.1 - 67km SSW of Kobuk, Alaska",0,earthquake, Alaska
,,4.4,mb,"252km NE of Ndoi Island, Fiji",,"M 4.4 - 252km NE of Ndoi Island, Fiji",0,earthquake, Fiji
,,0.64,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.42,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.4,ml,"107km N of Arctic Village, Alaska",,"M 1.4 - 107km N of Arctic Village, Alaska",0,earthquake, Alaska
,,2.28,ml,"8km NE of Aguanga, CA",,"M 2.3 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"79km S of Austin, Nevada",,"M 1.5 Explosion - 79km S of Austin, Nevada",0,explosion, Nevada
,,5.1,mb,"131km NE of Rutog, China",,"M 5.1 - 131km NE of Rutog, China",0,earthquake, China
,,2.05,md,"9km W of Lake Wildwood, CA",,"M 2.1 Quarry Blast - 9km W of Lake Wildwood, CA",0,quarry blast, CA
,,1.9,ml,"29km SW of Tanaga Volcano, Alaska",,"M 1.9 - 29km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.3,ml,"39km SSE of Goldfield, Nevada",,"M 0.3 - 39km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,0.38,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,-1.02,ml,"42km ENE of Adak, Alaska",,"M -1.0 - 42km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.5,ml,"24km SSE of Warm Springs, Nevada",,"M 0.5 - 24km SSE of Warm Springs, Nevada",0,earthquake, Nevada
,,1.5,ml,"131km NW of Arctic Village, Alaska",,"M 1.5 - 131km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"116km NW of Arctic Village, Alaska",,"M 1.8 - 116km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.26,ml,"15km SW of Morton, Washington",,"M 1.3 Explosion - 15km SW of Morton, Washington",0,explosion, Washington
,,1.6,ml,"78km SSW of Kaktovik, Alaska",,"M 1.6 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.0,ml,"39km SSE of Goldfield, Nevada",,"M 0.0 - 39km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,2.36,md,"28km WNW of Petrolia, CA",,"M 2.4 - 28km WNW of Petrolia, CA",0,earthquake, CA
,,3.0,ml,"276km SE of Kodiak, Alaska",,"M 3.0 - 276km SE of Kodiak, Alaska",0,earthquake, Alaska
,,1.08,ml,"2km ESE of Lytle Creek, CA",,"M 1.1 - 2km ESE of Lytle Creek, CA",0,earthquake, CA
,,1.82,md,"37km NNW of Alder Springs, CA",,"M 1.8 - 37km NNW of Alder Springs, CA",0,earthquake, CA
,,2.7,ml,"79km S of Kaktovik, Alaska",,"M 2.7 - 79km S of Kaktovik, Alaska",0,earthquake, Alaska
,1.0,1.74,ml,"10km NE of Dallas, Oregon",,"M 1.7 Explosion - 10km NE of Dallas, Oregon",0,explosion, Oregon
,,1.61,md,"23km NNE of Redway, CA",,"M 1.6 - 23km NNE of Redway, CA",0,earthquake, CA
,,1.63,md,"13km SSE of East Carbon City, Utah",,"M 1.6 - 13km SSE of East Carbon City, Utah",0,earthquake, Utah
,,-0.1,ml,"39km SSE of Goldfield, Nevada",,"M -0.1 - 39km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,0.36,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.37,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.96,ml,"8km NE of Aguanga, CA",,"M 2.0 - 8km NE of Aguanga, CA",0,earthquake, CA
,,1.0,ml,"32km SE of Bridgeport, California",,"M 1.0 - 32km SE of Bridgeport, California",0,earthquake, California
,,1.6,ml,"127km NNW of Arctic Village, Alaska",,"M 1.6 - 127km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.7,ml,"89km WNW of Skagway, Alaska",,"M 1.7 - 89km WNW of Skagway, Alaska",0,earthquake, Alaska
,2.0,2.46,md,"2km N of Pinnacles, CA",,"M 2.5 - 2km N of Pinnacles, CA",0,earthquake, CA
,,0.82,ml,"6km SSW of Idyllwild, CA",,"M 0.8 - 6km SSW of Idyllwild, CA",0,earthquake, CA
,,1.1,ml,"102km WNW of Talkeetna, Alaska",,"M 1.1 - 102km WNW of Talkeetna, Alaska",0,earthquake, Alaska
,,1.8,ml,"45km SSE of Tanaga Volcano, Alaska",,"M 1.8 - 45km SSE of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.7,ml,"58km WSW of Anchor Point, Alaska",,"M 1.7 - 58km WSW of Anchor Point, Alaska",0,earthquake, Alaska
,,1.8,ml,"28km SW of Tanaga Volcano, Alaska",,"M 1.8 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,1.0,2.11,md,"2km E of San Sebastian, Puerto Rico",,"M 2.1 - 2km E of San Sebastian, Puerto Rico",0,earthquake, Puerto Rico
,,1.8,ml,"111km NNW of Arctic Village, Alaska",,"M 1.8 - 111km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.4,ml,"111km NNW of Arctic Village, Alaska",,"M 1.4 - 111km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.6,ml,"145km NNW of Unalakleet, Alaska",,"M 1.6 - 145km NNW of Unalakleet, Alaska",0,earthquake, Alaska
,,-0.2,ml,"57km ENE of Beatty, Nevada",,"M -0.2 - 57km ENE of Beatty, Nevada",0,earthquake, Nevada
,,1.0,ml,"109km W of Cantwell, Alaska",,"M 1.0 - 109km W of Cantwell, Alaska",0,earthquake, Alaska
,,1.4,ml,"112km NNW of Arctic Village, Alaska",,"M 1.4 - 112km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.18,md,"2km WNW of Cobb, CA",,"M 1.2 - 2km WNW of Cobb, CA",0,earthquake, CA
,,1.86,ml,"10km ESE of Bozeman, Montana",,"M 1.9 - 10km ESE of Bozeman, Montana",0,earthquake, Montana
,,1.9,ml,"24km WSW of Amatignak Island, Alaska",,"M 1.9 - 24km WSW of Amatignak Island, Alaska",0,earthquake, Alaska
,,1.52,ml,"4km ENE of Butte, Montana",,"M 1.5 Quarry Blast - 4km ENE of Butte, Montana",0,quarry blast, Montana
,,1.91,md,"5km ESE of Adjuntas, Puerto Rico",,"M 1.9 - 5km ESE of Adjuntas, Puerto Rico",0,earthquake, Puerto Rico
,,1.6,ml,"24km SW of Tanaga Volcano, Alaska",,"M 1.6 - 24km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.8,ml,"84km SW of Kaktovik, Alaska",,"M 1.8 - 84km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.48,ml,"28km NNW of Packwood, Washington",,"M 0.5 - 28km NNW of Packwood, Washington",0,earthquake, Washington
,,1.7,ml,"74km SSW of Kaktovik, Alaska",,"M 1.7 - 74km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.51,ml,"43km WSW of Tanaga Volcano, Alaska",,"M 0.5 - 43km WSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.12,md,"18km SW of Toms Place, CA",,"M 1.1 - 18km SW of Toms Place, CA",0,earthquake, CA
,,1.37,md,"2km E of Aromas, CA",,"M 1.4 Quarry Blast - 2km E of Aromas, CA",0,quarry blast, CA
,,1.7,ml,"78km SSW of Kaktovik, Alaska",,"M 1.7 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.35,ml,"47km NNW of Los Algodones, B.C., MX",,"M 1.4 Quarry Blast - 47km NNW of Los Algodones, B.C., MX",0,quarry blast," B.C., MX"
,,1.4,ml,"29km SW of Tanaga Volcano, Alaska",,"M 1.4 - 29km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.6,ml,"77km SSW of Kaktovik, Alaska",,"M 1.6 - 77km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.42,ml,"6km W of Townsend, Montana",,"M 1.4 Quarry Blast - 6km W of Townsend, Montana",0,quarry blast, Montana
,,1.1,ml,"81km NW of Arctic Village, Alaska",,"M 1.1 - 81km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.5,ml,"56km WNW of Skagway, Alaska",,"M 2.5 - 56km WNW of Skagway, Alaska",0,earthquake, Alaska
,,1.7,ml,"28km SW of Tanaga Volcano, Alaska",,"M 1.7 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.88,md,"4km SE of The Geysers, CA",,"M 0.9 - 4km SE of The Geysers, CA",0,earthquake, CA
,,1.11,ml,"13km NE of Ojai, CA",,"M 1.1 - 13km NE of Ojai, CA",0,earthquake, CA
,,1.67,md,"4km SW of Anderson Springs, CA",,"M 1.7 - 4km SW of Anderson Springs, CA",0,earthquake, CA
,,-0.68,ml,"40km ENE of Adak, Alaska",,"M -0.7 - 40km ENE of Adak, Alaska",0,earthquake, Alaska
,,1.7,ml,"29km WSW of Tanaga Volcano, Alaska",,"M 1.7 - 29km WSW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.01,ml,"9km WNW of Lincoln, Montana",,"M 2.0 - 9km WNW of Lincoln, Montana",0,earthquake, Montana
,1.0,4.4,mb,"7km SSW of Puerto Madero, Mexico",,"M 4.4 - 7km SSW of Puerto Madero, Mexico",0,earthquake, Mexico
,,2.32,md,"15km WSW of Puerto Real, Puerto Rico",,"M 2.3 - 15km WSW of Puerto Real, Puerto Rico",0,earthquake, Puerto Rico
,,1.57,ml,"14km NE of Ojai, CA",,"M 1.6 - 14km NE of Ojai, CA",0,earthquake, CA
,,1.72,md,"5km SE of Pahala, Hawaii",,"M 1.7 - 5km SE of Pahala, Hawaii",0,earthquake, Hawaii
,,1.22,md,"15km E of Seven Trees, CA",,"M 1.2 - 15km E of Seven Trees, CA",0,earthquake, CA
,,1.15,md,"38km NE of Covelo, CA",,"M 1.2 - 38km NE of Covelo, CA",0,earthquake, CA
,1.0,0.41,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.9,ml,"28km SW of Tanaga Volcano, Alaska",,"M 1.9 - 28km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,2.9,ml,"27km SW of Tanaga Volcano, Alaska",,"M 2.9 - 27km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.3,md,"3km NNW of Pinnacles, CA",,"M 1.3 - 3km NNW of Pinnacles, CA",0,earthquake, CA
,,0.9,ml,"156km NNE of Cape Yakataga, Alaska",,"M 0.9 - 156km NNE of Cape Yakataga, Alaska",0,earthquake, Alaska
,,2.9,ml,"97km WSW of Amatignak Island, Alaska",,"M 2.9 - 97km WSW of Amatignak Island, Alaska",0,earthquake, Alaska
,,2.0,ml,"57km W of Larsen Bay, Alaska",,"M 2.0 - 57km W of Larsen Bay, Alaska",0,earthquake, Alaska
,,1.13,md,"3km NNW of Pinnacles, CA",,"M 1.1 - 3km NNW of Pinnacles, CA",0,earthquake, CA
,,2.8,ml,"113km SSE of False Pass, Alaska",,"M 2.8 - 113km SSE of False Pass, Alaska",0,earthquake, Alaska
,,1.5,ml,"80km SSW of Kaktovik, Alaska",,"M 1.5 - 80km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.2,ml,"70km NE of Whittier, Alaska",,"M 1.2 Ice Quake - 70km NE of Whittier, Alaska",0,ice quake, Alaska
,,1.4,ml,"83km S of Kaktovik, Alaska",,"M 1.4 - 83km S of Kaktovik, Alaska",0,earthquake, Alaska
,,0.02,ml,"10km NE of Aguanga, CA",,"M 0.0 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.6,ml,"80km SSW of Kaktovik, Alaska",,"M 1.6 - 80km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.02,ml,"14km N of Cabazon, CA",,"M 1.0 - 14km N of Cabazon, CA",0,earthquake, CA
,,0.52,ml,"19km N of Borrego Springs, CA",,"M 0.5 - 19km N of Borrego Springs, CA",0,earthquake, CA
,,4.3,mb,"129km ESE of Iquique, Chile",,"M 4.3 - 129km ESE of Iquique, Chile",0,earthquake, Chile
,,1.11,ml,"27km NW of Lima, Montana",,"M 1.1 - 27km NW of Lima, Montana",0,earthquake, Montana
,,1.0,ml,"27km WSW of Truckee, California",,"M 1.0 - 27km WSW of Truckee, California",0,earthquake, California
,,0.9,ml,"3km ESE of Lake Henshaw, CA",,"M 0.9 - 3km ESE of Lake Henshaw, CA",0,earthquake, CA
,,1.49,md,"6km E of Atascadero, CA",,"M 1.5 Quarry Blast - 6km E of Atascadero, CA",0,quarry blast, CA
,,3.6,ml,Gulf of Alaska,,M 3.6 - Gulf of Alaska,0,earthquake,
,1.0,3.3,ml,"9km SSE of Villa Vasquez, Dominican Republic",,"M 3.3 - 9km SSE of Villa Vasquez, Dominican Republic",0,earthquake, Dominican Republic
,,1.3,ml,"114km NNW of Arctic Village, Alaska",,"M 1.3 - 114km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.85,md,"11km E of Providence, Utah",,"M 0.9 - 11km E of Providence, Utah",0,earthquake, Utah
,,1.34,md,"21km SSW of New Idria, CA",,"M 1.3 - 21km SSW of New Idria, CA",0,earthquake, CA
,,2.1,ml,"63km NNE of Yakutat, Alaska",,"M 2.1 - 63km NNE of Yakutat, Alaska",0,earthquake, Alaska
,,4.9,mb,"194km W of Ile Hunter, New Caledonia",,"M 4.9 - 194km W of Ile Hunter, New Caledonia",0,earthquake, New Caledonia
,,2.2,ml,"103km S of Seward, Alaska",,"M 2.2 - 103km S of Seward, Alaska",0,earthquake, Alaska
,1.0,1.33,ml,"5km N of Lake Elsinore, CA",,"M 1.3 Quarry Blast - 5km N of Lake Elsinore, CA",0,quarry blast, CA
,,1.2,ml,"129km NW of Arctic Village, Alaska",,"M 1.2 - 129km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.65,ml,"4km NNW of Valle Vista, CA",,"M 0.7 - 4km NNW of Valle Vista, CA",0,earthquake, CA
,,0.9,ml,"23km N of Yucca Valley, CA",,"M 0.9 - 23km N of Yucca Valley, CA",0,earthquake, CA
,,2.8,ml,"92km NW of Sand Point, Alaska",,"M 2.8 - 92km NW of Sand Point, Alaska",0,earthquake, Alaska
,,0.42,ml,"5km ENE of Driggs, Idaho",,"M 0.4 - 5km ENE of Driggs, Idaho",0,earthquake, Idaho
,,5.2,mww,"91km WNW of Panguna, Papua New Guinea",,"M 5.2 - 91km WNW of Panguna, Papua New Guinea",1,earthquake, Papua New Guinea
,,0.92,ml,"6km WSW of Palomar Observatory, CA",,"M 0.9 - 6km WSW of Palomar Observatory, CA",0,earthquake, CA
,,0.61,ml,"6km WSW of Palomar Observatory, CA",,"M 0.6 - 6km WSW of Palomar Observatory, CA",0,earthquake, CA
,,1.4,ml,"94km NNW of Arctic Village, Alaska",,"M 1.4 - 94km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.0,ml,"29km SW of Tanaga Volcano, Alaska",,"M 2.0 - 29km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.27,md,"10km ENE of Mammoth Lakes, CA",,"M 0.3 - 10km ENE of Mammoth Lakes, CA",0,earthquake, CA
,,0.0,ml,"62km WNW of Beatty, Nevada",,"M 0.0 - 62km WNW of Beatty, Nevada",0,earthquake, Nevada
,,0.54,md,"11km ENE of Mammoth Lakes, CA",,"M 0.5 - 11km ENE of Mammoth Lakes, CA",0,earthquake, CA
,,0.41,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,2.2,ml,"73km E of Akutan, Alaska",,"M 2.2 - 73km E of Akutan, Alaska",0,earthquake, Alaska
,,0.44,ml,"11km ENE of Aguanga, CA",,"M 0.4 - 11km ENE of Aguanga, CA",0,earthquake, CA
,,3.3,ml,"267km SE of Kodiak, Alaska",,"M 3.3 - 267km SE of Kodiak, Alaska",0,earthquake, Alaska
,,4.2,mb,"18km SW of Great Swan Island, Honduras",,"M 4.2 - 18km SW of Great Swan Island, Honduras",0,earthquake, Honduras
,,1.6,ml,"41km SW of Adak, Alaska",,"M 1.6 - 41km SW of Adak, Alaska",0,earthquake, Alaska
,,3.2,ml,"128km NNW of Arctic Village, Alaska",,"M 3.2 - 128km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.39,md,"10km NW of Puerto Real, Puerto Rico",,"M 2.4 - 10km NW of Puerto Real, Puerto Rico",0,earthquake, Puerto Rico
,,2.02,ml,"5km SSE of Poulsbo, Washington",,"M 2.0 - 5km SSE of Poulsbo, Washington",0,earthquake, Washington
,,0.97,ml,"7km SSW of Morongo Valley, CA",,"M 1.0 - 7km SSW of Morongo Valley, CA",0,earthquake, CA
,,1.06,ml,"7km SSW of Morongo Valley, CA",,"M 1.1 - 7km SSW of Morongo Valley, CA",0,earthquake, CA
,,0.91,md,"11km ENE of Mammoth Lakes, CA",,"M 0.9 - 11km ENE of Mammoth Lakes, CA",0,earthquake, CA
,,0.9,ml,"7km SSW of Morongo Valley, CA",,"M 0.9 - 7km SSW of Morongo Valley, CA",0,earthquake, CA
,,1.47,ml,"5km NE of Cabazon, CA",,"M 1.5 - 5km NE of Cabazon, CA",0,earthquake, CA
,,3.34,md,"110km NNE of Punta Cana, Dominican Republic",,"M 3.3 - 110km NNE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,0.9,ml,"29km SW of Hawthorne, Nevada",,"M 0.9 - 29km SW of Hawthorne, Nevada",0,earthquake, Nevada
,,-0.15,md,"15km NNE of Mineral, CA",,"M -0.2 - 15km NNE of Mineral, CA",0,earthquake, CA
,,3.2,md,"97km NNE of Punta Cana, Dominican Republic",,"M 3.2 - 97km NNE of Punta Cana, Dominican Republic",0,earthquake, Dominican Republic
,,1.5,ml,"95km NNW of Arctic Village, Alaska",,"M 1.5 - 95km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.44,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.1,ml,"8km NE of Aguanga, CA",,"M 1.1 - 8km NE of Aguanga, CA",0,earthquake, CA
,,0.67,ml,"94km SE of King Salmon, Alaska",,"M 0.7 - 94km SE of King Salmon, Alaska",0,earthquake, Alaska
,,1.7,ml,"113km NNW of Arctic Village, Alaska",,"M 1.7 - 113km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.5,ml,"112km NNW of Arctic Village, Alaska",,"M 1.5 - 112km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.55,ml,"10km SE of Challis, Idaho",,"M 1.6 - 10km SE of Challis, Idaho",0,earthquake, Idaho
,,0.34,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.32,ml,"18km ESE of Butte, Montana",,"M 1.3 - 18km ESE of Butte, Montana",0,earthquake, Montana
,,2.6,md,"12km W of Guadalupe, CA",,"M 2.6 - 12km W of Guadalupe, CA",0,earthquake, CA
