alert,felt,mag,magType,place,time,title,tsunami,type,parsed_place
,,0.5,ml,"9km NNW of Truckee, California",,"M 0.5 - 9km NNW of Truckee, California",0,earthquake, California
,,1.1,ml,"121km WNW of Arctic Village, Alaska",,"M 1.1 - 121km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.54,md,"8km NNE of Pinnacles, CA",,"M 1.5 - 8km NNE of Pinnacles, CA",0,earthquake, CA
,,-0.16,ml,"10km NE of Aguanga, CA",,"M -0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.23,md,"8km NNE of Pinnacles, CA",,"M 1.2 - 8km NNE of Pinnacles, CA",0,earthquake, CA
,,0.45,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.15,ml,"9km NE of Aguanga, CA",,"M 0.2 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.86,md,"21km N of New Idria, CA",,"M 1.9 - 21km N of New Idria, CA",0,earthquake, CA
,,1.6,ml,"44km E of Lazy Mountain, Alaska",,"M 1.6 - 44km E of Lazy Mountain, Alaska",0,earthquake, Alaska
,,0.07,ml,"12km WSW of Lofall, Washington",,"M 0.1 - 12km WSW of Lofall, Washington",0,earthquake, Washington
,,0.6,ml,"8km ESE of Valle Vista, CA",,"M 0.6 - 8km ESE of Valle Vista, CA",0,earthquake, CA
,,0.38,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.86,md,"9km E of Alum Rock, CA",,"M 0.9 - 9km E of Alum Rock, CA",0,earthquake, CA
,,0.41,ml,"8km N of Anza, CA",,"M 0.4 - 8km N of Anza, CA",0,earthquake, CA
,,1.2,ml,"120km WNW of Arctic Village, Alaska",,"M 1.2 - 120km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,2.5,ml,"237km SE of Kodiak, Alaska",,"M 2.5 - 237km SE of Kodiak, Alaska",0,earthquake, Alaska
,,0.38,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.32,ml,"11km WSW of Lofall, Washington",,"M 1.3 - 11km WSW of Lofall, Washington",0,earthquake, Washington
,,1.7,ml,"27km SW of Tanaga Volcano, Alaska",,"M 1.7 - 27km SW of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,0.9,ml,"24km W of Sunnyside-Tahoe City, California",,"M 0.9 - 24km W of Sunnyside-Tahoe City, California",0,earthquake, California
,,1.6,ml,"34km SSE of Goldfield, Nevada",,"M 1.6 - 34km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,0.28,ml,"48km W of Tanaga Volcano, Alaska",,"M 0.3 - 48km W of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.19,ml,"9km NE of Aguanga, CA",,"M 1.2 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.6,ml,"104km E of Akutan, Alaska",,"M 1.6 - 104km E of Akutan, Alaska",0,earthquake, Alaska
,,2.0,ml,"11km ENE of Adak, Alaska",,"M 2.0 - 11km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.9,ml,"110km SE of Arctic Village, Alaska",,"M 0.9 - 110km SE of Arctic Village, Alaska",0,earthquake, Alaska
,,0.52,ml,"19km ESE of Anza, CA",,"M 0.5 - 19km ESE of Anza, CA",0,earthquake, CA
,,1.05,md,"7km S of Toms Place, CA",,"M 1.1 - 7km S of Toms Place, CA",0,earthquake, CA
,,0.1,ml,"38km SSE of Beatty, Nevada",,"M 0.1 - 38km SSE of Beatty, Nevada",0,earthquake, Nevada
,,0.71,ml,"10km ENE of Borrego Springs, CA",,"M 0.7 - 10km ENE of Borrego Springs, CA",0,earthquake, CA
,,0.17,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.8,ml,"16km ESE of Lake Isabella, CA",,"M 0.8 - 16km ESE of Lake Isabella, CA",0,earthquake, CA
,,1.24,ml,"20km SW of Dillon, Montana",,"M 1.2 - 20km SW of Dillon, Montana",0,earthquake, Montana
,,0.45,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,2.1,ml,"85km SSE of Yunaska Island, Alaska",,"M 2.1 - 85km SSE of Yunaska Island, Alaska",0,earthquake, Alaska
,,1.5,ml,"118km WNW of Arctic Village, Alaska",,"M 1.5 - 118km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,-0.05,ml,"10km NE of Aguanga, CA",,"M -0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.08,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.72,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.46,ml,"10km NE of Aguanga, CA",,"M 0.5 - 10km NE of Aguanga, CA",0,earthquake, CA
,,3.5,ml,"91km SW of Buldir Island, Alaska",,"M 3.5 - 91km SW of Buldir Island, Alaska",0,earthquake, Alaska
,,0.5,ml,"39km NW of Ester, Alaska",,"M 0.5 - 39km NW of Ester, Alaska",0,earthquake, Alaska
,,1.0,ml,"55km NW of Cape Yakataga, Alaska",,"M 1.0 - 55km NW of Cape Yakataga, Alaska",0,earthquake, Alaska
,,0.11,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.67,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.34,ml,"9km NE of Aguanga, CA",,"M 1.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.38,ml,"10km NE of Aguanga, CA",,"M 0.4 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.33,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.5,ml,"164km WNW of Haines Junction, Canada",,"M 1.5 - 164km WNW of Haines Junction, Canada",0,earthquake, Canada
,,1.31,ml,"9km NE of Aguanga, CA",,"M 1.3 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.23,md,"17km ESE of Soda Springs, Idaho",,"M 1.2 - 17km ESE of Soda Springs, Idaho",0,earthquake, Idaho
,,-0.04,ml,"13km W of Akutan, Alaska",,"M -0.0 - 13km W of Akutan, Alaska",0,earthquake, Alaska
,,0.33,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,4.8,mb,"215km ENE of Port Mathurin, Mauritius",,"M 4.8 - 215km ENE of Port Mathurin, Mauritius",0,earthquake, Mauritius
,,0.6,ml,"40km N of North Nenana, Alaska",,"M 0.6 - 40km N of North Nenana, Alaska",0,earthquake, Alaska
,,0.32,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.69,md,"6km SE of Lake Pillsbury, CA",,"M 1.7 - 6km SE of Lake Pillsbury, CA",0,earthquake, CA
,,1.0,ml,"11km N of Friday Harbor, Washington",,"M 1.0 - 11km N of Friday Harbor, Washington",0,earthquake, Washington
,,2.33,ml,"15km ESE of Soda Springs, Idaho",,"M 2.3 - 15km ESE of Soda Springs, Idaho",0,earthquake, Idaho
,,1.2,ml,"9km NE of Aguanga, CA",,"M 1.2 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.95,ml,"10km NE of Aguanga, CA",,"M 1.0 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.2,ml,"9km NE of Aguanga, CA",,"M 1.2 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.6,ml,"92km NW of Arctic Village, Alaska",,"M 1.6 - 92km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,4.0,mb,"89km N of Mbarungkeli, Indonesia",,"M 4.0 - 89km N of Mbarungkeli, Indonesia",0,earthquake, Indonesia
,6.0,2.73,ml,"8km NE of Aguanga, CA",,"M 2.7 - 8km NE of Aguanga, CA",0,earthquake, CA
,,5.1,mb,"286km SSW of Severo-Kuril'sk, Russia",,"M 5.1 - 286km SSW of Severo-Kuril'sk, Russia",0,earthquake, Russia
,,0.15,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,2.3,ml,"117km WNW of Arctic Village, Alaska",,"M 2.3 - 117km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.24,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.8,ml,"78km SSW of Kaktovik, Alaska",,"M 1.8 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.09,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.64,ml,"9km NE of Aguanga, CA",,"M 1.6 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.14,ml,"11km NE of Aguanga, CA",,"M 0.1 - 11km NE of Aguanga, CA",0,earthquake, CA
,,0.22,ml,"78km SE of King Salmon, Alaska",,"M 0.2 - 78km SE of King Salmon, Alaska",0,earthquake, Alaska
,,0.19,ml,"3km E of Anza, CA",,"M 0.2 - 3km E of Anza, CA",0,earthquake, CA
,1.0,1.64,ml,"11km NW of Friday Harbor, Washington",,"M 1.6 - 11km NW of Friday Harbor, Washington",0,earthquake, Washington
,,0.98,ml,"10km NW of Friday Harbor, Washington",,"M 1.0 - 10km NW of Friday Harbor, Washington",0,earthquake, Washington
,,1.1,ml,"123km WNW of Arctic Village, Alaska",,"M 1.1 - 123km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.3,ml,"25km N of Nikiski, Alaska",,"M 1.3 - 25km N of Nikiski, Alaska",0,earthquake, Alaska
,,-0.4,ml,"40km SSE of Goldfield, Nevada",,"M -0.4 - 40km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,2.0,ml,"25km E of Honaunau-Napoopoo, Hawaii",,"M 2.0 - 25km E of Honaunau-Napoopoo, Hawaii",0,earthquake, Hawaii
,,2.0,ml,"81km SW of Kaktovik, Alaska",,"M 2.0 - 81km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,4.3,mb,"121km SSW of Uyuni, Bolivia",,"M 4.3 - 121km SSW of Uyuni, Bolivia",0,earthquake, Bolivia
,,1.5,ml,"78km SSW of Kaktovik, Alaska",,"M 1.5 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.3,ml,"35km SE of Hawthorne, Nevada",,"M 0.3 - 35km SE of Hawthorne, Nevada",0,earthquake, Nevada
,,1.1,ml,"115km WNW of Arctic Village, Alaska",,"M 1.1 - 115km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.11,ml,"10km NE of Aguanga, CA",,"M 0.1 - 10km NE of Aguanga, CA",0,earthquake, CA
,,2.7,ml,"230km SE of Kodiak, Alaska",,"M 2.7 - 230km SE of Kodiak, Alaska",0,earthquake, Alaska
,,1.3,ml,"162km E of Chitina, Alaska",,"M 1.3 - 162km E of Chitina, Alaska",0,earthquake, Alaska
,,0.8,ml,"29km WSW of Hawthorne, Nevada",,"M 0.8 - 29km WSW of Hawthorne, Nevada",0,earthquake, Nevada
,,2.74,md,"65km N of Culebra, Puerto Rico",,"M 2.7 - 65km N of Culebra, Puerto Rico",0,earthquake, Puerto Rico
,,1.9,ml,"122km WNW of Arctic Village, Alaska",,"M 1.9 - 122km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,-0.69,ml,"22km W of Unalaska, Alaska",,"M -0.7 - 22km W of Unalaska, Alaska",0,earthquake, Alaska
,,3.2,ml,"119km WNW of Arctic Village, Alaska",,"M 3.2 - 119km WNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"79km SSW of Kaktovik, Alaska",,"M 1.8 - 79km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.51,md,"1km E of Mammoth Lakes, CA",,"M 0.5 - 1km E of Mammoth Lakes, CA",0,earthquake, CA
,,1.35,ml,"2km W of Montpelier, Idaho",,"M 1.4 - 2km W of Montpelier, Idaho",0,earthquake, Idaho
,,2.1,ml,"78km SSW of Kaktovik, Alaska",,"M 2.1 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,1.21,md,"7km NW of The Geysers, CA",,"M 1.2 - 7km NW of The Geysers, CA",0,earthquake, CA
,,1.2,ml,"78km NNW of Alamo, Nevada",,"M 1.2 - 78km NNW of Alamo, Nevada",0,earthquake, Nevada
,,0.69,ml,"35km SW of Unalaska, Alaska",,"M 0.7 - 35km SW of Unalaska, Alaska",0,earthquake, Alaska
,,0.69,ml,"10km NE of Aguanga, CA",,"M 0.7 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.42,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.11,ml,"49km NNE of Chitina, Alaska",,"M 0.1 - 49km NNE of Chitina, Alaska",0,earthquake, Alaska
,,1.86,md,"2km WSW of Pahala, Hawaii",,"M 1.9 - 2km WSW of Pahala, Hawaii",0,earthquake, Hawaii
,,0.6,ml,"23km SW of Ocotillo Wells, CA",,"M 0.6 - 23km SW of Ocotillo Wells, CA",0,earthquake, CA
,,1.1,ml,"93km NNW of Arctic Village, Alaska",,"M 1.1 - 93km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.2,ml,"35km SSE of Goldfield, Nevada",,"M 1.2 - 35km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,0.22,ml,"35km SW of Unalaska, Alaska",,"M 0.2 - 35km SW of Unalaska, Alaska",0,earthquake, Alaska
,,2.8,ml,"246km ESE of Kodiak, Alaska",,"M 2.8 - 246km ESE of Kodiak, Alaska",0,earthquake, Alaska
,,-0.74,ml,"43km ENE of Adak, Alaska",,"M -0.7 - 43km ENE of Adak, Alaska",0,earthquake, Alaska
,,1.7,ml,"77km SSW of Kaktovik, Alaska",,"M 1.7 - 77km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.32,ml,"43km ENE of Adak, Alaska",,"M 0.3 - 43km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.51,ml,"43km ENE of Adak, Alaska",,"M 0.5 - 43km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.54,ml,"2km N of Lake Henshaw, CA",,"M 0.5 - 2km N of Lake Henshaw, CA",0,earthquake, CA
,,0.13,ml,"43km ENE of Adak, Alaska",,"M 0.1 - 43km ENE of Adak, Alaska",0,earthquake, Alaska
,,-0.33,ml,"43km ENE of Adak, Alaska",,"M -0.3 - 43km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.8,ml,"9km NE of Aguanga, CA",,"M 0.8 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.9,ml,"35km SSE of Goldfield, Nevada",,"M 1.9 - 35km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,1.3,ml,"94km NNW of Arctic Village, Alaska",,"M 1.3 - 94km NNW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.3,ml,"56km WSW of Willow, Alaska",,"M 1.3 - 56km WSW of Willow, Alaska",0,earthquake, Alaska
,,1.9,ml,"43km WSW of Nikolski, Alaska",,"M 1.9 - 43km WSW of Nikolski, Alaska",0,earthquake, Alaska
,,1.82,ml,"7km WSW of Volcano, Hawaii",,"M 1.8 - 7km WSW of Volcano, Hawaii",0,earthquake, Hawaii
,,1.43,ml,"14km SE of Lincoln, Montana",,"M 1.4 - 14km SE of Lincoln, Montana",0,earthquake, Montana
,,1.8,ml,"54km W of Big Lake, Alaska",,"M 1.8 - 54km W of Big Lake, Alaska",0,earthquake, Alaska
,,0.9,ml,"62km NW of Healy, Alaska",,"M 0.9 - 62km NW of Healy, Alaska",0,earthquake, Alaska
,,-0.08,ml,"94km SE of King Salmon, Alaska",,"M -0.1 - 94km SE of King Salmon, Alaska",0,earthquake, Alaska
,,2.0,ml,"76km SSW of Kaktovik, Alaska",,"M 2.0 - 76km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,1.0,2.32,md,"54km SW of Captain Cook, Hawaii",,"M 2.3 - 54km SW of Captain Cook, Hawaii",0,earthquake, Hawaii
,,1.8,ml,"49km W of Anchor Point, Alaska",,"M 1.8 - 49km W of Anchor Point, Alaska",0,earthquake, Alaska
,,0.9,ml,"97km NW of Arctic Village, Alaska",,"M 0.9 - 97km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.4,md,"6km W of Cobb, CA",,"M 1.4 - 6km W of Cobb, CA",0,earthquake, CA
,,0.3,ml,"22km NNE of North Nenana, Alaska",,"M 0.3 - 22km NNE of North Nenana, Alaska",0,earthquake, Alaska
,,0.1,ml,"39km SSE of Goldfield, Nevada",,"M 0.1 - 39km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,1.7,ml,"73km SSW of Kaktovik, Alaska",,"M 1.7 - 73km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.72,md,"11km ENE of Cloverdale, CA",,"M 0.7 - 11km ENE of Cloverdale, CA",0,earthquake, CA
,,-0.31,ml,"102km ESE of King Salmon, Alaska",,"M -0.3 - 102km ESE of King Salmon, Alaska",0,earthquake, Alaska
,,-0.54,ml,"42km ENE of Adak, Alaska",,"M -0.5 - 42km ENE of Adak, Alaska",0,earthquake, Alaska
,,0.4,ml,"3km NE of Big Pine, California",,"M 0.4 - 3km NE of Big Pine, California",0,earthquake, California
,,-0.3,ml,"40km WNW of Gabbs, Nevada",,"M -0.3 - 40km WNW of Gabbs, Nevada",0,earthquake, Nevada
,,1.3,ml,"97km NW of Arctic Village, Alaska",,"M 1.3 - 97km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,0.72,ml,"10km ENE of Ocotillo Wells, CA",,"M 0.7 - 10km ENE of Ocotillo Wells, CA",0,earthquake, CA
,,2.44,ml,"31km E of Primo Tapia, B.C., MX",,"M 2.4 - 31km E of Primo Tapia, B.C., MX",0,earthquake," B.C., MX"
,,1.4,ml,"137km NNW of Unalakleet, Alaska",,"M 1.4 - 137km NNW of Unalakleet, Alaska",0,earthquake, Alaska
,,0.19,ml,"10km NE of Aguanga, CA",,"M 0.2 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.88,md,"1km ENE of The Geysers, CA",,"M 0.9 - 1km ENE of The Geysers, CA",0,earthquake, CA
,,0.8,ml,"96km NNW of Nikiski, Alaska",,"M 0.8 - 96km NNW of Nikiski, Alaska",0,earthquake, Alaska
,,0.6,ml,"94km NW of Nikiski, Alaska",,"M 0.6 - 94km NW of Nikiski, Alaska",0,earthquake, Alaska
,,0.57,ml,"6km WNW of Lake Henshaw, CA",,"M 0.6 - 6km WNW of Lake Henshaw, CA",0,earthquake, CA
,,-0.22,ml,"43km ENE of Adak, Alaska",,"M -0.2 - 43km ENE of Adak, Alaska",0,earthquake, Alaska
,,1.73,ml,"6km NE of Anza, CA",,"M 1.7 - 6km NE of Anza, CA",0,earthquake, CA
,,1.3,ml,"42km SSW of Salcha, Alaska",,"M 1.3 - 42km SSW of Salcha, Alaska",0,earthquake, Alaska
,,0.81,ml,"6km NE of Anza, CA",,"M 0.8 - 6km NE of Anza, CA",0,earthquake, CA
,1.0,4.5,mb,"18km NE of General Luna, Philippines",,"M 4.5 - 18km NE of General Luna, Philippines",0,earthquake, Philippines
,,1.6,ml,"41km SE of Tanaga Volcano, Alaska",,"M 1.6 - 41km SE of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.7,ml,"59km SSE of Whittier, Alaska",,"M 1.7 - 59km SSE of Whittier, Alaska",0,earthquake, Alaska
,,0.55,md,"6km W of Cobb, CA",,"M 0.6 - 6km W of Cobb, CA",0,earthquake, CA
,,2.8,ml,"75km E of Akutan, Alaska",,"M 2.8 - 75km E of Akutan, Alaska",0,earthquake, Alaska
,3.0,4.3,mb,"26km SSW of Barpeta, India",,"M 4.3 - 26km SSW of Barpeta, India",0,earthquake, India
,,1.6,ml,"37km E of Amatignak Island, Alaska",,"M 1.6 - 37km E of Amatignak Island, Alaska",0,earthquake, Alaska
,,-0.57,ml,"17km W of Akutan, Alaska",,"M -0.6 - 17km W of Akutan, Alaska",0,earthquake, Alaska
,,0.3,ml,"55km SE of Warm Springs, Nevada",,"M 0.3 - 55km SE of Warm Springs, Nevada",0,earthquake, Nevada
,,1.8,ml,"79km SSW of Kaktovik, Alaska",,"M 1.8 - 79km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,-0.72,ml,"16km W of Akutan, Alaska",,"M -0.7 - 16km W of Akutan, Alaska",0,earthquake, Alaska
,,-1.26,ml,"17km W of Akutan, Alaska",,"M -1.3 - 17km W of Akutan, Alaska",0,earthquake, Alaska
,,2.46,md,"23km NNW of Hatillo, Puerto Rico",,"M 2.5 - 23km NNW of Hatillo, Puerto Rico",0,earthquake, Puerto Rico
,1.0,4.8,mb,"58km SE of Ofunato, Japan",,"M 4.8 - 58km SE of Ofunato, Japan",0,earthquake, Japan
,,1.2,ml,"24km S of Tanaga Volcano, Alaska",,"M 1.2 - 24km S of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.3,ml,"93km NNW of Nikiski, Alaska",,"M 1.3 - 93km NNW of Nikiski, Alaska",0,earthquake, Alaska
,,1.7,ml,"78km SSW of Kaktovik, Alaska",,"M 1.7 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,0.6,ml,"70km SW of Alamo, Nevada",,"M 0.6 - 70km SW of Alamo, Nevada",0,earthquake, Nevada
,,3.14,md,"85km NNW of San Antonio, Puerto Rico",,"M 3.1 - 85km NNW of San Antonio, Puerto Rico",0,earthquake, Puerto Rico
,,0.1,ml,"69km NNE of Pahrump, Nevada",,"M 0.1 - 69km NNE of Pahrump, Nevada",0,earthquake, Nevada
,,1.5,ml,"32km SSE of Akutan, Alaska",,"M 1.5 - 32km SSE of Akutan, Alaska",0,earthquake, Alaska
,,0.7,md,"2km WSW of Anderson Springs, CA",,"M 0.7 - 2km WSW of Anderson Springs, CA",0,earthquake, CA
,,0.79,ml,"13km S of Joshua Tree, CA",,"M 0.8 - 13km S of Joshua Tree, CA",0,earthquake, CA
,,1.4,ml,"24km ENE of Noatak, Alaska",,"M 1.4 - 24km ENE of Noatak, Alaska",0,earthquake, Alaska
,,1.04,md,"3km NNE of Enoch, Utah",,"M 1.0 - 3km NNE of Enoch, Utah",0,earthquake, Utah
,,0.57,md,"10km WNW of The Geysers, CA",,"M 0.6 - 10km WNW of The Geysers, CA",0,earthquake, CA
,,0.6,ml,"9km NE of Aguanga, CA",,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.78,md,"4km SE of Pahala, Hawaii",,"M 1.8 - 4km SE of Pahala, Hawaii",0,earthquake, Hawaii
,,0.31,md,"8km NE of Mammoth Lakes, CA",,"M 0.3 - 8km NE of Mammoth Lakes, CA",0,earthquake, CA
,,2.68,md,"23km N of Hatillo, Puerto Rico",,"M 2.7 - 23km N of Hatillo, Puerto Rico",0,earthquake, Puerto Rico
,4.0,4.4,mb,"7km SSW of Marquelia, Mexico",,"M 4.4 - 7km SSW of Marquelia, Mexico",0,earthquake, Mexico
,,4.8,mb,"38km NNE of San Isidro, Philippines",,"M 4.8 - 38km NNE of San Isidro, Philippines",0,earthquake, Philippines
,,0.6,ml,"36km SSE of Goldfield, Nevada",,"M 0.6 - 36km SSE of Goldfield, Nevada",0,earthquake, Nevada
,,1.34,ml,"2km E of Cabazon, CA",,"M 1.3 - 2km E of Cabazon, CA",0,earthquake, CA
,,2.0,ml,"86km SW of Kaktovik, Alaska",,"M 2.0 - 86km SW of Kaktovik, Alaska",0,earthquake, Alaska
,,-0.01,md,"3km W of Anderson Springs, CA",,"M -0.0 - 3km W of Anderson Springs, CA",0,earthquake, CA
,,1.9,ml,"40km SE of Tanaga Volcano, Alaska",,"M 1.9 - 40km SE of Tanaga Volcano, Alaska",0,earthquake, Alaska
,,1.18,md,"9km WNW of Cobb, CA",,"M 1.2 - 9km WNW of Cobb, CA",0,earthquake, CA
,,0.25,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,-0.02,ml,"93km SE of King Salmon, Alaska",,"M -0.0 - 93km SE of King Salmon, Alaska",0,earthquake, Alaska
,,0.56,ml,"10km NE of Aguanga, CA",,"M 0.6 - 10km NE of Aguanga, CA",0,earthquake, CA
,,0.78,md,"17km S of Mammoth Lakes, CA",,"M 0.8 - 17km S of Mammoth Lakes, CA",0,earthquake, CA
,,0.82,md,"16km S of Mammoth Lakes, CA",,"M 0.8 - 16km S of Mammoth Lakes, CA",0,earthquake, CA
,,0.09,ml,"9km NE of Aguanga, CA",,"M 0.1 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.4,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,2.2,ml,"78km SSW of Kaktovik, Alaska",,"M 2.2 - 78km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,3.3,ml,"11km NE of Noatak, Alaska",,"M 3.3 - 11km NE of Noatak, Alaska",0,earthquake, Alaska
,,0.42,ml,"9km NE of Aguanga, CA",,"M 0.4 - 9km NE of Aguanga, CA",0,earthquake, CA
,,0.95,ml,"8km NNE of Borrego Springs, CA",,"M 1.0 - 8km NNE of Borrego Springs, CA",0,earthquake, CA
,,1.11,md,"3km E of Ridgely, Tennessee",,"M 1.1 - 3km E of Ridgely, Tennessee",0,earthquake, Tennessee
,,0.1,ml,"59km SSW of Goldfield, Nevada",,"M 0.1 - 59km SSW of Goldfield, Nevada",0,earthquake, Nevada
,,4.3,mb,"286km NNE of Ndoi Island, Fiji",,"M 4.3 - 286km NNE of Ndoi Island, Fiji",0,earthquake, Fiji
,,1.76,md,"9km SSW of Leilani Estates, Hawaii",,"M 1.8 - 9km SSW of Leilani Estates, Hawaii",0,earthquake, Hawaii
,,1.2,ml,"114km NW of Arctic Village, Alaska",,"M 1.2 - 114km NW of Arctic Village, Alaska",0,earthquake, Alaska
,,1.8,ml,"77km SSW of Kaktovik, Alaska",,"M 1.8 - 77km SSW of Kaktovik, Alaska",0,earthquake, Alaska
,,2.3,ml,"25km ENE of Noatak, Alaska",,"M 2.3 - 25km ENE of Noatak, Alaska",0,earthquake, Alaska
,,1.7,ml,"22km ENE of Noatak, Alaska",,"M 1.7 - 22km ENE of Noatak, Alaska",0,earthquake, Alaska
,,-0.2,ml,"57km NNE of Pahrump, Nevada",,"M -0.2 - 57km NNE of Pahrump, Nevada",0,earthquake, Nevada
,,0.21,ml,"9km NE of Aguanga, CA",,"M 0.2 - 9km NE of Aguanga, CA",0,earthquake, CA
,,1.28,md,"21km NW of Parkfield, CA",,"M 1.3 - 21km NW of Parkfield, CA",0,earthquake, CA
,,0.28,ml,"9km ENE of Aguanga, CA",,"M 0.3 - 9km ENE of Aguanga, CA",0,earthquake, CA
,,0.27,ml,"10km NE of Aguanga, CA",,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake, CA
,,1.9,ml,"15km NNE of Akutan, Alaska",,"M 1.9 - 15km NNE of Akutan, Alaska",0,earthquake, Alaska
,,-0.4,ml,"29km NW of Beatty, Nevada",,"M -0.4 - 29km NW of Beatty, Nevada",0,earthquake, Nevada
,,4.8,mb,South of Tonga,,M 4.8 - South of Tonga,0,earthquake,
,,2.6,ml,"24km SSW of Valdez, Alaska",,"M 2.6 - 24km SSW of Valdez, Alaska",0,earthquake, Alaska
,,2.5,ml,"75km NNW of Talkeetna, Alaska",,"M 2.5 - 75km NNW of Talkeetna, Alaska",0,earthquake, Alaska
,,1.77,ml,"5km NNW of Boron, CA",,"M 1.8 Quarry Blast - 5km NNW of Boron, CA",0,quarry blast, CA
