,ACS_GEO_ID,ACS_GEO_ID2,STFIPS,AREATYPE,AREA,TOTAL_POPULATION,CIVILIAN_LABOR_FORCE,NUMBER_EMPLOYED,UNEMPLOYMENT_RATE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,POVERTY_RATE,HIGH_SCHOOL_GRADUATE,BACHELOR_DEGREE_GRADUATE,MEDIAN_GROSS_RENT,RENT_PERCENT_INCOME,MEDIAN_HOUSING_VALUE,OWNER_COST_PERCENT_INCOME,MEAN_TRAVEL_TIME_TO_WORK,CIVILIAN_VETERANS,AREANAME_UNUSED
3282,310M500US14500,14500,8,21,14500,322510,183557,175849,4.2,83019,46826,11.7,95.0,62.1,1495,33.7,497300,17.7,23.4,5.3,"Boulder, CO Metro Area"
3283,310M500US14540,14540,21,21,14540,174498,87457,83133,4.9,49700,26926,17.3,85.8,26.9,761,27.6,151000,15.8,22.1,7.1,"Bowling Green, KY Metro Area"
3284,310M500US14740,14740,53,21,14740,265882,120839,115237,4.6,75411,37493,8.7,94.8,33.2,1249,29.0,329900,19.4,30.6,16.8,"Bremerton-Silverdale-Port Orchard, WA Metro Area"
3285,310M500US14860,14860,9,21,14860,943926,510649,477144,6.6,95645,57263,8.9,90.0,47.9,1499,32.5,428500,22.1,31.3,4.3,"Bridgeport-Stamford-Norwalk, CT Metro Area"
3286,310M500US15180,15180,48,21,15180,421666,171010,161127,5.8,38758,17430,28.9,67.9,17.3,733,31.9,85800,16.0,19.9,4.4,"Brownsville-Harlingen, TX Metro Area"
3287,310M500US15260,15260,13,21,15260,117400,54688,51875,5.1,50671,30826,18.3,86.3,25.0,857,29.3,155300,16.5,22.1,10.1,"Brunswick, GA Metro Area"
3288,310M500US15380,15380,36,21,15380,1130175,577981,552432,4.4,57621,33108,14.1,91.7,32.5,808,29.5,148500,16.5,21.8,7.4,"Buffalo-Cheektowaga, NY Metro Area"
3289,310M500US15500,15500,37,21,15500,163324,82009,77665,5.3,49688,27312,16.1,86.3,24.8,813,29.5,154800,16.1,24.2,7.2,"Burlington, NC Metro Area"
3290,310M500US15540,15540,50,21,15540,218784,125745,121284,3.5,71413,37318,11.1,93.4,44.5,1207,31.7,275600,20.2,22.7,6.3,"Burlington-South Burlington, VT Metro Area"
3291,310M500US15680,15680,24,21,15680,112290,57084,55220,3.3,89845,40354,8.1,89.8,31.9,1398,27.1,301300,18.8,31.5,12.5,"California-Lexington Park, MD Metro Area"
3292,310M500US15940,15940,39,21,15940,399736,201846,190913,5.4,53978,29497,13.5,91.5,22.1,739,26.7,133900,15.9,22.5,8.5,"Canton-Massillon, OH Metro Area"
3293,310M500US15980,15980,12,21,15980,737468,326304,308959,5.3,57832,33543,13.1,88.4,28.2,1154,31.7,224800,18.0,27.5,9.5,"Cape Coral-Fort Myers, FL Metro Area"
3294,310M500US16940,16940,56,21,16940,98320,49707,47158,5.1,66910,35190,9.9,93.0,28.5,950,28.4,227900,18.1,15.9,14.1,"Cheyenne, WY Metro Area"
3295,310M500US16980,16980,17,21,16980,9508605,5052070,4746153,6.1,71770,38157,11.8,88.7,38.0,1122,29.4,239600,19.8,32.0,4.7,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
3296,310M500US16020,16020,29,21,16020,96976,47570,45387,4.6,51429,26829,16.8,89.2,27.1,788,27.2,150800,16.3,21.8,8.4,"Cape Girardeau, MO-IL Metro Area"
3297,310M500US16060,16060,17,21,16060,137573,61892,57635,6.9,45052,26395,18.9,91.1,27.2,706,31.5,111800,15.0,21.7,8.9,"Carbondale-Marion, IL Metro Area"
3298,310M500US16180,16180,32,21,16180,54773,27077,25705,5.1,55718,31549,11.3,87.0,22.2,940,27.3,273800,17.9,20.2,10.0,"Carson City, NV Metro Area"
3299,310M500US16220,16220,56,21,16220,80333,42958,41101,4.3,62772,33797,9.4,92.5,22.8,860,27.6,208700,16.1,17.0,9.3,"Casper, WY Metro Area"
3300,310M500US16300,16300,19,21,16300,270056,147369,142090,3.6,64687,34039,10.0,94.3,31.0,753,26.6,155800,17.0,19.8,8.3,"Cedar Rapids, IA Metro Area"
3301,310M500US16540,16540,42,21,16540,154147,78033,74289,4.8,63379,31221,9.3,88.3,21.6,883,25.3,180400,17.5,24.9,10.3,"Chambersburg-Waynesboro, PA Metro Area"
3302,310M500US16580,16580,17,21,16580,226323,117076,111474,4.8,53641,30788,18.9,94.9,43.6,881,31.7,159700,16.3,18.1,5.3,"Champaign-Urbana, IL Metro Area"
3303,310M500US16620,16620,54,21,16620,264113,112553,105756,6.0,45225,27178,18.5,86.9,21.5,723,28.2,107600,13.5,24.1,8.2,"Charleston, WV Metro Area"
3304,310M500US16700,16700,45,21,16700,774508,396267,379582,4.2,63649,35011,12.9,90.7,35.6,1156,29.7,236700,18.5,26.5,11.3,"Charleston-North Charleston, SC Metro Area"
3305,310M500US16740,16740,37,21,16740,2545560,1343156,1273691,5.2,63217,34558,11.7,89.0,35.1,1030,28.2,200000,16.9,27.2,7.1,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
3306,310M500US16820,16820,51,21,16820,215445,110967,107414,3.2,72697,40992,11.9,90.7,48.1,1203,28.6,291100,16.6,23.4,7.7,"Charlottesville, VA Metro Area"
3307,310M500US16860,16860,47,21,16860,556209,273787,260407,4.9,53126,30213,13.2,87.4,27.0,827,28.7,163100,16.0,23.6,7.9,"Chattanooga, TN-GA Metro Area"
3308,310M500US17020,17020,6,21,17020,225817,104557,96095,8.1,52537,29506,19.1,89.2,27.2,1060,34.8,271700,19.7,20.9,7.9,"Chico, CA Metro Area"
3309,310M500US17140,17140,39,21,17140,2201741,1146401,1094777,4.5,63987,34575,12.2,91.0,33.6,842,27.7,168900,16.9,25.1,7.4,"Cincinnati, OH-KY-IN Metro Area"
3310,310M500US17300,17300,47,21,17300,299470,125596,117001,6.8,53027,25931,14.7,90.7,24.8,919,28.3,154600,17.3,24.2,17.6,"Clarksville, TN-KY Metro Area"
3311,310M500US17420,17420,47,21,17420,122563,59554,56348,5.4,49921,26483,15.9,84.9,20.8,760,27.3,156300,16.1,22.3,7.8,"Cleveland, TN Metro Area"
3312,310M500US17460,17460,39,21,17460,2056898,1062055,995862,6.2,56008,33785,14.3,90.6,31.2,817,28.9,151600,17.4,24.7,7.1,"Cleveland-Elyria, OH Metro Area"
3313,310M500US17660,17660,16,21,17660,157322,76339,73191,4.1,57242,29948,11.7,93.2,25.2,993,29.3,260300,18.6,21.9,10.9,"Coeur d'Alene, ID Metro Area"
3314,310M500US17780,17780,48,21,17780,258029,126860,121557,4.2,50240,27698,22.7,86.6,37.5,935,35.4,186800,16.3,18.6,5.1,"College Station-Bryan, TX Metro Area"
3315,310M500US17820,17820,8,21,17820,723498,355703,335015,5.8,68687,33795,10.0,94.4,38.5,1173,30.8,275700,18.7,24.0,16.8,"Colorado Springs, CO Metro Area"
3316,310M500US17860,17860,29,21,17860,205369,110578,105912,4.2,54808,29534,17.2,93.6,42.7,862,30.3,175400,16.5,19.3,6.8,"Columbia, MO Metro Area"
3317,310M500US17900,17900,45,21,17900,824278,412991,388474,5.9,55971,29894,15.0,89.9,32.7,933,30.7,154400,16.6,24.3,9.9,"Columbia, SC Metro Area"
3318,310M500US17980,17980,13,21,17980,319402,137705,126299,8.3,47571,26257,19.1,87.0,24.0,879,30.0,142800,17.7,22.6,13.7,"Columbus, GA-AL Metro Area"
3319,310M500US18020,18020,18,21,18020,82481,41919,40151,4.2,63431,31774,13.4,90.6,33.5,937,23.7,153500,15.5,19.7,6.1,"Columbus, IN Metro Area"
3320,310M500US18140,18140,39,21,18140,2077761,1107533,1057861,4.5,65150,34441,13.2,91.5,36.7,953,27.2,184800,17.8,24.1,7.0,"Columbus, OH Metro Area"
3321,310M500US18580,18580,48,21,18580,428548,205121,193590,5.6,56013,27476,16.5,82.4,20.9,1014,29.1,135900,17.2,20.2,9.5,"Corpus Christi, TX Metro Area"
3322,310M500US18700,18700,41,21,18700,91107,46553,44026,5.4,62077,33817,19.1,95.9,54.1,1081,36.1,331300,17.8,19.6,6.9,"Corvallis, OR Metro Area"
3323,310M500US18880,18880,12,21,18880,272056,126256,119722,5.2,62161,33385,11.5,91.5,30.4,1109,30.7,221300,17.5,25.0,19.4,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
3324,310M500US19660,19660,12,21,19660,646288,283880,270091,4.9,50360,28664,13.9,90.8,23.9,1076,33.9,184200,18.2,26.1,11.5,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
3325,310M500US19740,19740,8,21,19740,2892066,1640862,1579864,3.7,79664,41988,8.8,91.2,43.8,1380,30.0,380900,18.7,28.0,7.3,"Denver-Aurora-Lakewood, CO Metro Area"
3326,310M500US19780,19780,19,21,19780,680439,377299,362688,3.9,70126,36310,9.3,92.5,36.5,904,26.7,182400,17.3,20.5,6.8,"Des Moines-West Des Moines, IA Metro Area"
3327,310M500US19820,19820,26,21,19820,4317848,2169851,2029443,6.5,60984,34078,14.5,90.1,31.2,943,29.9,170000,17.3,27.1,6.2,"Detroit-Warren-Dearborn, MI Metro Area"
3328,310M500US19060,19060,24,21,19060,98612,42837,39887,6.9,47330,24126,15.7,90.8,17.9,689,29.3,127400,15.4,23.6,9.1,"Cumberland, MD-WV Metro Area"
3329,310M500US19100,19100,48,21,19100,7320663,3859952,3688773,4.4,70281,35278,11.7,85.6,35.2,1139,28.5,215700,18.2,28.4,6.2,"Dallas-Fort Worth-Arlington, TX Metro Area"
3330,310M500US19140,19140,13,21,19140,143961,69108,65205,5.6,48481,23426,15.8,69.8,14.1,711,24.4,127100,14.9,22.6,5.0,"Dalton, GA Metro Area"
3331,310M500US19180,19180,17,21,19180,77563,33475,31285,6.5,46515,25307,18.9,88.5,14.7,685,26.4,79900,14.1,19.6,8.8,"Danville, IL Metro Area"
3332,310M500US19300,19300,1,21,19300,212830,99317,95091,4.3,58320,32626,10.4,90.8,31.9,1020,28.7,197900,15.9,26.9,11.8,"Daphne-Fairhope-Foley, AL Metro Area"
3333,310M500US19340,19340,19,21,19340,381175,191929,182981,4.7,58531,31571,12.5,91.0,26.9,765,27.4,136200,16.2,20.0,8.8,"Davenport-Moline-Rock Island, IA-IL Metro Area"
3334,310M500US19430,19430,39,21,19430,803543,400024,376090,6.0,55634,31395,14.6,91.0,29.6,807,27.5,135000,16.8,21.6,10.1,"Dayton-Kettering, OH Metro Area"
3335,310M500US19460,19460,1,21,19460,152271,67818,64348,5.1,50422,26517,15.4,83.0,20.2,641,27.1,131000,14.5,24.4,7.6,"Decatur, AL Metro Area"
3336,310M500US19500,19500,17,21,19500,105528,50321,46487,7.6,50480,29644,17.0,90.4,22.1,684,29.6,98400,14.6,17.9,8.6,"Decatur, IL Metro Area"
3337,310M500US20020,20020,1,21,20020,148252,65653,61588,6.2,46351,25927,18.4,84.2,19.5,730,27.7,127500,14.9,23.0,10.1,"Dothan, AL Metro Area"
3338,310M500US20100,20100,10,21,20100,176699,84431,79883,5.4,60910,28845,13.5,87.4,23.7,1084,32.7,220600,18.6,26.4,12.8,"Dover, DE Metro Area"
3339,310M500US20220,20220,19,21,20220,96982,52569,50533,3.9,63031,32905,11.4,92.7,30.8,783,26.4,166800,16.7,16.7,7.3,"Dubuque, IA Metro Area"
3340,310M500US20260,20260,27,21,20260,289247,148518,142268,4.2,56573,31169,13.2,94.3,27.6,766,29.0,158900,16.6,20.7,9.0,"Duluth, MN-WI Metro Area"
3341,310M500US20500,20500,37,21,20500,626695,329920,315063,4.5,62289,36322,14.2,88.8,45.3,1033,29.6,226100,16.9,24.7,6.1,"Durham-Chapel Hill, NC Metro Area"
3342,310M500US20700,20700,42,21,20700,168032,85955,80347,6.5,63934,29662,11.2,89.6,24.7,1108,31.8,168000,21.5,39.4,8.0,"East Stroudsburg, PA Metro Area"
3343,310M500US20740,20740,55,21,20740,167406,91345,88213,3.4,59584,30604,12.5,93.5,27.7,822,27.7,168600,17.4,19.8,7.7,"Eau Claire, WI Metro Area"
3344,310M500US20940,20940,6,21,20940,180701,69998,60074,14.2,47622,18018,24.1,69.7,15.2,830,32.4,195800,20.1,22.1,4.3,"El Centro, CA Metro Area"
3345,310M500US21060,21060,21,21,21060,150913,70304,66294,5.7,54132,28109,13.2,89.5,20.6,818,24.9,152700,15.9,24.3,17.0,"Elizabethtown-Fort Knox, KY Metro Area"
3346,310M500US21140,21140,18,21,21140,204558,101602,97025,4.5,57021,26150,12.4,80.8,19.8,810,26.8,144300,15.2,19.4,5.9,"Elkhart-Goshen, IN Metro Area"
3347,310M500US21300,21300,36,21,21300,84895,39553,37333,5.6,54940,28778,13.9,90.3,23.3,813,30.0,105800,15.4,19.9,9.0,"Elmira, NY Metro Area"
3348,310M500US21340,21340,48,21,21340,840477,376307,353452,6.1,46795,21644,20.2,78.3,23.2,837,29.8,121300,18.0,23.7,8.0,"El Paso, TX Metro Area"
3349,310M500US21420,21420,40,21,21420,61898,29687,28230,4.9,54006,28333,13.8,87.9,22.9,856,24.7,112600,14.2,18.0,9.0,"Enid, OK Metro Area"
3350,310M500US21500,21500,42,21,21500,273835,133827,126569,5.4,51529,28306,16.0,91.3,27.9,753,28.8,134100,16.7,19.8,9.1,"Erie, PA Metro Area"
3351,310M500US21660,21660,41,21,21660,373340,186417,173561,6.9,52426,29705,17.6,91.9,30.5,989,32.9,263200,19.8,20.4,9.1,"Eugene-Springfield, OR Metro Area"
3352,310M500US21780,21780,18,21,21780,314960,159651,152732,4.3,54063,30887,14.4,90.5,25.9,773,28.9,139400,15.9,21.0,8.1,"Evansville, IN-KY Metro Area"
3353,310M500US21820,21820,2,21,21820,99072,48728,45538,6.5,76992,37025,8.0,94.5,31.4,1305,28.0,240000,18.3,19.1,16.5,"Fairbanks, AK Metro Area"
3354,310M500US22900,22900,5,21,22900,249777,111493,105937,5.0,44750,24285,19.0,83.8,18.1,690,27.1,115000,15.0,21.4,9.1,"Fort Smith, AR-OK Metro Area"
3355,310M500US22020,22020,38,21,22020,240421,142035,138192,2.7,64666,35812,11.1,94.8,38.6,837,26.3,215200,16.7,17.3,6.5,"Fargo, ND-MN Metro Area"
3356,310M500US22140,22140,35,21,22140,126515,54679,49924,8.7,50518,23235,21.0,84.9,14.9,817,27.0,151200,14.4,23.8,7.6,"Farmington, NM Metro Area"
3357,310M500US22180,22180,37,21,22180,519101,216674,198826,8.2,48459,24228,17.9,89.6,23.7,932,30.7,141000,18.7,24.3,17.7,"Fayetteville, NC Metro Area"
3358,310M500US22220,22220,5,21,22220,514259,256929,247822,3.5,57603,31119,12.8,86.8,32.7,833,25.5,176000,15.2,20.9,7.4,"Fayetteville-Springdale-Rogers, AR Metro Area"
3359,310M500US22380,22380,4,21,22380,141274,72312,66820,7.6,59460,27339,17.6,90.5,36.2,1181,31.3,280900,15.8,18.6,6.6,"Flagstaff, AZ Metro Area"
3360,310M500US22420,22420,26,21,22420,407875,190128,172390,9.3,48588,27295,18.9,90.6,21.2,767,30.9,111100,17.4,26.2,7.4,"Flint, MI Metro Area"
3361,310M500US22500,22500,45,21,22500,205502,94492,87618,7.3,44114,25116,18.9,84.1,21.9,745,28.9,118600,15.2,23.2,8.1,"Florence, SC Metro Area"
3362,310M500US22520,22520,1,21,22520,147327,66151,63119,4.6,48084,27105,14.9,86.5,21.5,675,27.8,135300,14.7,24.0,8.4,"Florence-Muscle Shoals, AL Metro Area"
3363,310M500US22540,22540,55,21,22540,102597,55791,53973,3.3,62391,31653,8.4,91.8,23.1,747,24.7,157800,17.1,20.4,7.3,"Fond du Lac, WI Metro Area"
3364,310M500US23060,23060,18,21,23060,406305,209673,199626,4.8,55341,29383,13.0,89.6,27.8,771,27.4,130700,15.0,21.8,7.3,"Fort Wayne, IN Metro Area"
3365,310M500US23420,23420,6,21,23420,984521,446387,407511,8.7,53969,24422,22.5,76.0,21.2,998,33.6,255000,19.9,23.1,5.1,"Fresno, CA Metro Area"
3366,310M500US23460,23460,1,21,23460,102748,45149,42650,5.5,44637,24883,17.4,84.6,17.8,669,27.7,113700,15.1,24.0,8.4,"Gadsden, AL Metro Area"
3367,310M500US23540,23540,12,21,23540,323799,156377,148148,5.3,46843,27372,21.0,91.1,37.0,957,35.7,167500,16.6,23.6,8.1,"Gainesville, FL Metro Area"
3368,310M500US23580,23580,13,21,23580,198667,96934,93448,3.6,62984,29680,13.9,79.1,24.5,963,28.1,201300,16.8,27.3,7.1,"Gainesville, GA Metro Area"
3369,310M500US23900,23900,42,21,23900,102470,52865,50873,3.8,67253,31590,7.8,88.8,22.3,922,28.4,205800,19.1,28.3,9.5,"Gettysburg, PA Metro Area"
3370,310M500US24020,24020,36,21,24020,125892,63935,61127,4.4,59395,31972,10.3,90.0,26.1,895,30.1,172400,17.9,24.6,9.0,"Glens Falls, NY Metro Area"
3371,310M500US24140,24140,37,21,24140,123603,55967,52287,6.6,44416,25277,20.2,84.5,19.0,777,29.3,123500,16.7,22.2,13.2,"Goldsboro, NC Metro Area"
3372,310M500US24220,24220,38,21,24220,101745,56166,54087,3.7,55609,31510,14.8,94.0,32.1,804,28.9,192100,16.3,15.8,7.8,"Grand Forks, ND-MN Metro Area"
3373,310M500US24260,24260,31,21,24260,75480,40398,38886,3.7,57086,28330,11.5,86.6,21.1,757,25.6,143200,16.2,18.2,7.4,"Grand Island, NE Metro Area"
3374,310M500US24300,24300,8,21,24300,151218,75855,70796,6.7,55379,29596,14.2,90.5,28.2,963,31.1,227000,18.1,19.6,9.9,"Grand Junction, CO Metro Area"
3375,310M500US24340,24340,26,21,24340,1062392,564187,540785,4.1,63302,31388,11.0,91.2,32.7,884,28.3,172900,16.3,21.8,6.1,"Grand Rapids-Kentwood, MI Metro Area"
3376,310M500US24420,24420,41,21,24420,86251,35002,31985,8.6,45616,25167,18.1,90.4,17.5,908,34.0,265500,19.8,19.0,12.7,"Grants Pass, OR Metro Area"
3377,310M500US24500,24500,30,21,24500,81625,38376,36897,3.9,49913,30110,13.3,91.8,25.7,770,28.7,179900,17.4,15.9,15.2,"Great Falls, MT Metro Area"
3378,310M500US24540,24540,8,21,24540,305345,159017,152572,4.1,74150,31793,10.0,88.1,27.5,1085,29.5,299000,19.1,27.7,7.1,"Greeley, CO Metro Area"
3379,310M500US24580,24580,55,21,24580,319401,173881,168812,2.9,62405,32520,9.6,92.0,27.8,784,25.2,171200,16.7,20.0,7.4,"Green Bay, WI Metro Area"
3380,310M500US24660,24660,37,21,24660,762063,379674,358694,5.5,50891,28787,16.0,86.8,29.5,834,29.1,149200,16.7,22.8,7.1,"Greensboro-High Point, NC Metro Area"
3381,310M500US24780,24780,37,21,24780,178433,91552,84097,8.1,47437,27155,22.9,89.3,32.7,794,32.3,148600,16.9,20.7,7.9,"Greenville, NC Metro Area"
3382,310M500US24860,24860,45,21,24860,895942,444799,423337,4.8,54886,29907,13.5,86.5,29.6,855,28.1,163400,15.5,23.9,8.0,"Greenville-Anderson, SC Metro Area"
3383,310M500US25020,25020,72,21,25020,75623,19801,17471,11.8,16980,9801,53.2,76.5,18.3,391,31.6,88000,15.1,25.6,1.3,"Guayama, PR Metro Area"
3384,310M500US25060,25060,28,21,25060,412115,190443,174218,8.5,49068,26174,18.5,88.1,21.9,881,30.2,142500,16.3,25.0,12.9,"Gulfport-Biloxi, MS Metro Area"
3385,310M500US25180,25180,24,21,25180,283147,140396,132301,5.8,61138,30126,11.9,87.9,21.3,945,27.9,195300,17.7,30.7,10.1,"Hagerstown-Martinsburg, MD-WV Metro Area"
3386,310M500US25220,25220,22,21,25220,132057,62257,57761,7.2,47832,25163,21.4,83.6,20.0,832,34.0,162800,14.8,31.6,6.9,"Hammond, LA Metro Area"
3387,310M500US25260,25260,6,21,25260,150691,58904,54408,7.6,57848,22373,18.2,73.4,14.7,990,29.2,215900,18.2,22.8,9.2,"Hanford-Corcoran, CA Metro Area"
3388,310M500US25420,25420,42,21,25420,571013,301495,289418,4.0,64916,35095,9.8,90.7,32.2,956,27.0,183400,17.5,23.1,8.6,"Harrisburg-Carlisle, PA Metro Area"
3389,310M500US25500,25500,51,21,25500,133557,67776,65195,3.8,56500,28055,16.0,83.9,29.6,895,28.5,209300,16.3,19.8,5.3,"Harrisonburg, VA Metro Area"
3390,310M500US25540,25540,9,21,25540,1207677,655109,618741,5.6,77769,41384,9.9,90.9,39.1,1116,30.0,249200,19.7,24.2,5.9,"Hartford-East Hartford-Middletown, CT Metro Area"
3391,310M500US25620,25620,28,21,25620,168177,79313,72202,9.0,46800,24974,22.4,87.3,27.4,812,31.2,137100,15.3,24.4,8.0,"Hattiesburg, MS Metro Area"
3392,310M500US25860,25860,37,21,25860,366678,178277,166607,6.5,48114,26177,14.9,83.1,18.6,692,25.5,131600,15.5,23.3,7.9,"Hickory-Lenoir-Morganton, NC Metro Area"
3393,310M500US25940,25940,45,21,25940,214752,94326,89289,5.3,64959,37027,11.2,91.3,38.1,1175,31.6,285400,18.4,23.9,12.4,"Hilton Head Island-Bluffton, SC Metro Area"
3394,310M500US25980,25980,13,21,25980,80041,32120,28794,10.4,50160,22771,16.6,89.9,18.1,1048,30.2,124100,17.9,23.9,22.9,"Hinesville, GA Metro Area"
3395,310M500US26140,26140,12,21,26140,145169,50572,46529,8.0,44237,26989,15.7,88.4,18.3,843,33.0,131500,15.1,26.4,15.5,"Homosassa Springs, FL Metro Area"
3396,310M500US26300,26300,5,21,26300,98555,43613,41221,5.5,44777,27171,18.6,89.1,21.6,771,29.9,139900,16.1,22.0,10.5,"Hot Springs, AR Metro Area"
3397,310M500US26380,26380,22,21,26380,210162,95948,89938,6.3,51837,27212,18.3,78.6,16.2,826,29.9,155100,14.1,26.9,5.6,"Houma-Thibodaux, LA Metro Area"
3398,310M500US26420,26420,48,21,26420,6884138,3495441,3300904,5.6,67516,34400,13.7,83.7,32.8,1101,29.6,193900,17.4,30.2,5.3,"Houston-The Woodlands-Sugar Land, TX Metro Area"
3399,310M500US26580,26580,54,21,26580,361832,151378,142800,5.7,45441,25602,18.9,87.0,20.1,728,30.6,120600,15.0,23.7,8.2,"Huntington-Ashland, WV-KY-OH Metro Area"
3400,310M500US26620,26620,1,21,26620,457003,229455,217420,5.2,64483,34918,12.7,90.2,39.2,836,27.7,179700,14.8,22.5,11.3,"Huntsville, AL Metro Area"
3401,310M500US26820,26820,16,21,26820,145507,67563,65094,3.7,61007,27917,9.9,91.6,29.7,813,26.5,183000,15.7,20.2,7.8,"Idaho Falls, ID Metro Area"
3402,310M500US26900,26900,18,21,26900,2029472,1063782,1013100,4.8,61552,33699,12.4,89.7,34.7,916,29.1,163100,16.3,25.1,7.3,"Indianapolis-Carmel-Anderson, IN Metro Area"
3403,310M500US26980,26980,19,21,26980,170677,98829,95436,3.4,62544,34517,17.0,94.4,48.3,949,33.2,216000,16.8,19.4,4.8,"Iowa City, IA Metro Area"
3404,310M500US27060,27060,36,21,27060,102642,52901,50882,3.8,60240,33075,18.9,94.4,53.5,1164,36.5,204600,17.3,19.4,4.5,"Ithaca, NY Metro Area"
3405,310M500US27100,27100,26,21,27100,158636,72929,68695,5.8,53658,28364,13.8,90.8,22.2,782,29.2,131600,16.8,23.0,8.1,"Jackson, MI Metro Area"
3406,310M500US27140,27140,28,21,27140,597727,288614,267672,7.3,52504,27587,17.0,87.3,29.8,875,29.6,145600,16.1,24.6,6.1,"Jackson, MS Metro Area"
3407,310M500US27180,27180,47,21,27180,178442,81221,76806,5.4,46875,25121,17.5,86.9,21.7,793,30.4,118000,15.7,21.6,7.6,"Jackson, TN Metro Area"
3408,310M500US27260,27260,12,21,27260,1503574,752570,710937,5.5,61723,33304,12.6,90.9,31.4,1093,29.8,204700,18.0,27.0,12.2,"Jacksonville, FL Metro Area"
3409,310M500US27340,27340,37,21,27340,195069,70158,64064,8.7,50278,24413,13.2,91.5,22.9,997,28.8,156900,18.7,20.6,21.6,"Jacksonville, NC Metro Area"
3410,310M500US27500,27500,55,21,27500,162152,84269,79931,5.1,57875,28945,12.8,90.8,22.1,838,27.9,146200,18.0,22.9,8.4,"Janesville-Beloit, WI Metro Area"
3411,310M500US27620,27620,29,21,27620,151273,74392,71856,3.4,59186,28285,10.3,89.5,27.7,666,23.8,157000,14.7,21.2,8.9,"Jefferson City, MO Metro Area"
3412,310M500US27740,27740,47,21,27740,202049,95297,90865,4.7,44439,27308,17.5,86.9,26.0,707,28.5,148400,15.5,21.5,10.4,"Johnson City, TN Metro Area"
3413,310M500US27780,27780,42,21,27780,133009,60453,56957,5.8,46659,26008,15.4,92.0,21.1,634,28.5,91900,15.3,24.4,10.0,"Johnstown, PA Metro Area"
3414,310M500US27860,27860,5,21,27860,131241,63460,59563,6.1,46068,25858,17.5,87.6,23.3,735,28.0,127500,14.3,19.8,6.5,"Jonesboro, AR Metro Area"
3415,310M500US27900,27900,29,21,27900,178100,87333,83109,4.8,49098,25748,15.9,86.9,22.4,752,27.1,122200,15.8,19.0,8.5,"Joplin, MO Metro Area"
3416,310M500US27980,27980,15,21,27980,165979,88430,84899,4.0,80948,35241,9.3,92.0,27.2,1510,29.5,633500,20.4,21.3,6.7,"Kahului-Wailuku-Lahaina, HI Metro Area"
3417,310M500US10180,10180,48,21,10180,170669,76909,74286,3.4,52511,26011,14.7,87.7,23.0,907,28.2,116100,15.0,17.9,10.3,"Abilene, TX Metro Area"
3418,310M500US10380,10380,72,21,10380,301107,98244,80162,18.4,16470,9998,51.9,69.4,20.7,425,31.6,96600,12.7,25.3,2.6,"Aguadilla-Isabela, PR Metro Area"
3419,310M500US10420,10420,39,21,10420,703845,370940,350827,5.4,57285,32786,13.1,91.9,31.7,830,29.0,150000,16.7,23.8,7.4,"Akron, OH Metro Area"
3420,310M500US10500,10500,13,21,10500,148436,67679,60479,10.6,44844,23715,24.2,84.4,20.0,756,30.1,117700,17.1,20.6,8.8,"Albany, GA Metro Area"
3421,310M500US10540,10540,41,21,10540,125048,58741,54874,6.6,55893,27345,13.3,89.5,19.3,964,29.5,221600,19.3,22.8,11.2,"Albany-Lebanon, OR Metro Area"
3422,310M500US10580,10580,36,21,10580,880736,471444,449539,4.6,71285,37557,10.2,92.3,37.5,1013,28.2,213600,17.4,23.4,7.2,"Albany-Schenectady-Troy, NY Metro Area"
3423,310M500US10740,10740,35,21,10740,912108,443250,416555,6.0,54072,29747,16.2,88.6,32.2,892,30.7,192800,17.9,23.8,9.4,"Albuquerque, NM Metro Area"
3424,310M500US10780,10780,22,21,10780,153310,65978,61888,6.2,46367,24937,19.5,85.0,19.0,809,31.3,136200,14.2,24.2,9.6,"Alexandria, LA Metro Area"
3425,310M500US10900,10900,42,21,10900,837610,438085,414129,5.5,67652,34637,10.4,90.0,29.5,1066,30.4,213800,19.4,28.0,7.1,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
3426,310M500US11020,11020,42,21,11020,123157,59341,56808,4.3,49181,28119,14.7,91.4,21.3,722,29.8,123600,15.9,20.4,9.3,"Altoona, PA Metro Area"
3427,310M500US11100,11100,48,21,11100,263776,131206,126758,3.4,55515,28901,13.8,85.5,24.4,853,28.4,140500,16.8,19.4,8.2,"Amarillo, TX Metro Area"
3428,310M500US11180,11180,19,21,11180,123311,68337,65517,4.1,58600,30255,17.9,96.3,44.6,892,31.7,170600,16.3,19.0,5.3,"Ames, IA Metro Area"
3429,310M500US11260,11260,2,21,11260,398900,205099,191803,6.5,83048,38725,9.4,93.7,32.3,1288,28.6,294800,19.3,22.3,13.0,"Anchorage, AK Metro Area"
3430,310M500US11460,11460,26,21,11460,367000,197867,189559,4.2,72586,41399,14.0,95.3,55.9,1114,29.7,263600,17.3,24.2,4.6,"Ann Arbor, MI Metro Area"
